riskCategory,neighborhood,address,city,state,year,stories,retrofitLevel,occupancyType,occupantLoad,confirmationSource,FID,x,y
H,Capitol Hill,1506 11th Ave,Seattle,Washington,1916,2,No visible,P,3,Field,344,-122.318098817811,47.6143698969037
H,Capitol Hill,1510 E Olive Way,Seattle,Washington,1924,3,No visible,P,3,Field,345,-122.325825052398,47.6183303347584
M,Capitol Hill,1510 Melrose Ave,Seattle,Washington,1930,2,Sub Alt,C/R,2,GSV,346,-122.327868210325,47.6143780551387
M,Capitol Hill,1511 Boylston Ave,Seattle,Washington,1907,3,No visible,R,2,SIM,347,-122.323429908492,47.6145085933871
M,Capitol Hill,1512 Summit Ave,Seattle,Washington,1908,5,No visible,R,2,Ph,348,-122.325468403264,47.6145796900665
M,Capitol Hill,1514 10th Ave,Seattle,Washington,1912,2,No visible,C/O,3,Ph,349,-122.319408863329,47.6143395929736
M,Capitol Hill,1514 Broadway,Seattle,Washington,1909,1,No visible,C,2,GSV,350,-122.320769024958,47.6145598765056
M,Cascade/Eastlake,314 Bell St,Seattle,Washington,1914,1,Permit,C/R,2,Ph,351,-122.344327689136,47.6151134985668
M,Cascade/Eastlake,320 Cedar St,Seattle,Washington,1908,3,Visible,R,3,GSV,352,-122.348338244671,47.6176240293707
M,Cascade/Eastlake,325 Westlake Ave N,Seattle,Washington,1927,1,Sub Alt,C/R,2,GSV,353,-122.338519900263,47.6216905300946
H,Cascade/Eastlake,330 5th Ave N,Seattle,Washington,1929,2,No visible,P,3,GSV,354,-122.347544752899,47.6212360825889
M,Cascade/Eastlake,333 Westlake Ave N,Seattle,Washington,1923,2,Permit,C/O,2,GSV-R,355,-122.338510576648,47.6218502065296
M,Cascade/Eastlake,401 Cedar St,Seattle,Washington,1927,1,No visible,C,3,GSV,356,-122.347721684179,47.6180051547061
M,Cascade/Eastlake,415 Bell St,Seattle,Washington,1919,1,Sub Alt,G,3,GSV,357,-122.343300865359,47.6158046524139
M,Cascade/Eastlake,425 Westlake Ave N,Seattle,Washington,1920,2,Permit,Mixed,3,GSV,358,-122.338489597393,47.6229504576797
M,Cascade/Eastlake,427 9th Ave N,Seattle,Washington,1929,1,No visible,C,2,GSV,359,-122.339829945781,47.6228595474349
M,Cascade/Eastlake,433 Eastlake Ave E,Seattle,Washington,1918,2,No visible,C,3,Field,360,-122.329220213455,47.6230087335652
M,Cascade/Eastlake,508 Denny Way,Seattle,Washington,1919,1,No visible,C,2,Ph,361,-122.347309089766,47.6185972393163
M,Cascade/Eastlake,513 Dexter Ave N,Seattle,Washington,1928,1,No visible,C,2,Ph,362,-122.342399918011,47.6237197009188
M,Cascade/Eastlake,601 Eastlake Ave E,Seattle,Washington,1908,4,Permit,C/R,3,Field,363,-122.329240027595,47.6243898752576
M,Cascade/Eastlake,603 Pontius Ave N,Seattle,Washington,1926,3,No visible,R,2,Field,364,-122.331790185685,47.6244096893318
M,Cascade/Eastlake,614 Aurora Ave N,Seattle,Washington,1926,1,No visible,V,,GSV,365,-122.343568935216,47.6251078360961
M,Cascade/Eastlake,845 Bellevue Pl E,Seattle,Washington,1925,3,No visible,R,2,SIM,366,-122.326868193174,47.6269062340594
M,Cascade/Eastlake,900 Thomas St,Seattle,Washington,1920,2,Sub Alt,C/O,2,GSV,367,-122.339519917413,47.6208863211986
C,Cascade/Eastlake,914 Virginia St,Seattle,Washington,,3,Sub Alt,S,3,Field,368,-122.33520749201,47.6168139931673
M,Cascade/Eastlake,917 Howell St,Seattle,Washington,1922,1,No visible,C,2,GSV,369,-122.332602553756,47.6152148990753
M,Cascade/Eastlake,922 Virginia St,Seattle,Washington,1926,1,Permit,C,2,GSV,370,-122.33504781557,47.6169433657256
M,Cedar Park/Meadowbrook,10228 Fisher Pl NE,Seattle,Washington,1929,1,No visible,C,2,GSV,371,-122.301063571903,47.7028480451244
M,Cedar Park/Meadowbrook,14001 Lake City Way NE,Seattle,Washington,1924,1,No visible,C,1,Field,372,-122.292389769201,47.7303776367791
M,Central Area/Squire Park,1101 17th Ave,Seattle,Washington,1928,4,No visible,R,2,GSV,373,-122.310210576554,47.6116996894348
M,Central Area/Squire Park,117 18th Ave,Seattle,Washington,1907,3,Permit,R,2,GSV-R,374,-122.308990276325,47.6022694643126
M,Central Area/Squire Park,120 23rd Ave E,Seattle,Washington,1923,3,Visible,Mixed,2,GSV-R,375,-122.302478513697,47.6196590280141
M,Central Area/Squire Park,1412 18th Ave,Seattle,Washington,1928,1,No visible,C,2,GSV,376,-122.308818945143,47.613318597269
C,Central Area/Squire Park,1424 15th Ave,Seattle,Washington,1924,2,Permit,S,3,Ph,377,-122.312729265761,47.6135796738848
M,Central Area/Squire Park,1621 17th Ave,Seattle,Washington,1924,3,No visible,R,2,GSV,378,-122.3101895964,47.6159701558787
H,Central Area/Squire Park,1631 16th Ave,Seattle,Washington,1929,4,No visible,R,3,GSV,379,-122.311479827778,47.616301163659
M,Central Area/Squire Park,1658 20th Ave,Seattle,Washington,1919,1,Sub Alt,O,2,GSV,380,-122.306098620087,47.6168582824497
C,Central Area/Squire Park,1700 E Jefferson St,Seattle,Washington,1910,1,No visible,E,2,Field,381,-122.310161846543,47.6061957469687
C,Central Area/Squire Park,172 20th Ave,Seattle,Washington,1920,3,Visible,S,3,Field,382,-122.306308413537,47.6032997842118
M,Central Area/Squire Park,1810 15th Ave,Seattle,Washington,1925,4,No visible,R,2,GSV,383,-122.312718776133,47.6180377896086
M,Central Area/Squire Park,1841 16th Ave,Seattle,Washington,1906,4,Sub Alt,R,2,PR,384,-122.311479827778,47.6181415205658
M,Central Area/Squire Park,2002 E Union St,Seattle,Washington,1908,2,No visible,C/R,2,Field,385,-122.305969247415,47.6129467965034
M,Central Area/Squire Park,2018 E Union St,Seattle,Washington,1930,1,Permit,C,3,GSV,386,-122.305250121775,47.6129572858614
M,Central Area/Squire Park,2300 E Spruce St,Seattle,Washington,1907,1,No visible,P,2,Field,387,-122.30174889843,47.6035165709277
M,Central Area/Squire Park,2300 E Yesler Way,Seattle,Washington,1913,1,Sub Alt,P,2,PR,388,-122.301969181507,47.6016867039716
C,Central Area/Squire Park,2306 E Cherry St,Seattle,Washington,1929,1,Sub Alt,S,2,GSV,389,-122.30247967971,47.6080364589198
C,Central Area/Squire Park,2410 E Cherry St,Seattle,Washington,1902,3,Sub Alt,S,3,PR,390,-122.301139331322,47.6080271350436
C,Central Area/Squire Park,400 23rd Ave,Seattle,Washington,1923,3,Sub Alt,S,3,SIM,391,-122.302623038253,47.6051622855311
M,Central Area/Squire Park,722 18th Ave,Seattle,Washington,1908,2,No visible,G,3,GSV,392,-122.308878386665,47.6087788951614
H,Central Area/Squire Park,800 18th Ave,Seattle,Washington,1901,2,No visible,P,3,Field,393,-122.308838758385,47.6101786854881
M,Central Area/Squire Park,806 20th Ave,Seattle,Washington,1910,1,No visible,P,2,PR,394,-122.306279275782,47.6091588549322
C,Central Area/Squire Park,810 18th Ave,Seattle,Washington,1904,3,Permit,S,3,PR,395,-122.308858572525,47.6095784422562
M,Central Area/Squire Park,820 18th Ave,Seattle,Washington,1904,2,No visible,R,1,GSV,396,-122.308849248012,47.6099082847041
H,Columbia City,3804 S Hudson St,Seattle,Washington,1920,1,Permit,P,3,Field,397,-122.284189168448,47.5570670871417
M,Columbia City,3806 S Ferdinand St,Seattle,Washington,1921,1,No visible,C,3,GSV,398,-122.284549313825,47.5578864477373
M,Columbia City,3808 S Edmunds St,Seattle,Washington,1925,1,Sub Alt,C,2,PR,399,-122.284999204493,47.5586766705624
C,Columbia City,4200 S Mead St,Seattle,Washington,1912,2,Permit,S,3,Field,400,-122.279909377042,47.5504667450858
M,First Hill,510 Broadway,Seattle,Washington,1908,3,No visible,C/R,2,GSV,401,-122.320718907949,47.6065492551278
M,First Hill,517 9th Ave,Seattle,Washington,1930,4,No visible,R,2,GSV,402,-122.3245744493,47.6053476033961
M,First Hill,550 12th Ave,Seattle,Washington,1920,1,No visible,C,2,,403,-122.316738656181,47.606989821484
M,Columbia City,4243 Rainier Ave S,Seattle,Washington,1926,1,No visible,C,2,GSV,404,-122.288347744783,47.5644996105572
H,First Hill,613 9th Ave,Seattle,Washington,1886,2,No visible,P,3,Field,405,-122.32519334092,47.6060072880934
H,Columbia City,4721 Rainier Ave S,Seattle,Washington,1914,1,Permit,P,3,Field,406,-122.286404822672,47.5599575774898
H,First Hill,615 8th Ave,Seattle,Washington,1929,1,No visible,P,3,SIM,407,-122.32625396381,47.6055177691096
M,Columbia City,4820 Rainier Ave S,Seattle,Washington,1920,2,No visible,C/R,2,Field,408,-122.285529516836,47.5588375123382
M,First Hill,703 Columbia St,Seattle,Washington,1906,3,Visible,O,2,GSV,409,-122.327988258484,47.6061727916771
M,Columbia City,4850 Rainier Ave S,Seattle,Washington,1907,3,No visible,C/R,3,Field,410,-122.2853372055,47.5584960153223
H,First Hill,803 Terry Ave,Seattle,Washington,1912,4,Visible,P,3,Field,411,-122.32515371264,47.607637850979
M,Columbia City,4860 Rainier Ave S,Seattle,Washington,1909,2,Permit,C/O,2,Field,412,-122.285226480955,47.5582757315406
M,First Hill,804 9th Ave,Seattle,Washington,1910,3,No visible,R,2,PR,413,-122.326044403024,47.6070230343937
M,Columbia City,4868 Rainier Ave S,Seattle,Washington,1908,1,Permit,C,2,Field,414,-122.285106432795,47.5580356349005
H,First Hill,805 Marion St,Seattle,Washington,1920,4,No visible,R,2,GSV,415,-122.327308760227,47.6074233949265
M,Columbia City,4869 Rainier Ave S,Seattle,Washington,1928,1,No visible,C,2,Field,416,-122.285261446979,47.5581824901164
H,First Hill,808 9th Ave,Seattle,Washington,1904,1,Permit,P,3,PR,417,-122.326185198673,47.6071716431012
M,Columbia City,4873 Rainier Ave S,Seattle,Washington,1908,2,No visible,C/O,3,Field,418,-122.285182191316,47.5580228139133
H,First Hill,821 9th Ave,Seattle,Washington,1929,5,No visible,R,2,GSV,419,-122.32659313083,47.6075271263483
M,Columbia City,4900 Rainier Ave S,Seattle,Washington,1901,3,Permit,C/R,2,PR,420,-122.2849176186,47.5576661644239
M,First Hill,823 Madison St,Seattle,Washington,1902,4,No visible,C/R,3,PR,421,-122.327548857444,47.6083033633314
M,Columbia City,4901 Rainier Ave S,Seattle,Washington,1913,1,No visible,C,2,PR,422,-122.285051653529,47.5577722272124
M,First Hill,900 12th Ave,Seattle,Washington,1923,2,No visible,C/O,2,GSV,423,-122.316728166554,47.6105493207473
C,Columbia City,4909 Rainier Ave S,Seattle,Washington,1906,2,Sub Alt,S,3,PR,424,-122.284971232751,47.5576230405116
M,First Hill,901 6th Ave,Seattle,Washington,1907,7,Permit,R,2,Field,425,-122.330213237221,47.6064571789325
M,First Hill,901 Madison St,Seattle,Washington,1908,1,No visible,C,2,GSV,426,-122.326978917719,47.6085329706412
M,Columbia City,4918 Rainier Ave S,Seattle,Washington,1920,1,Sub Alt,C,2,Field,427,-122.284667031755,47.5571859705193
M,First Hill,903 9th Ave,Seattle,Washington,1906,4,No visible,R,2,GSV,428,-122.326874021443,47.6078278308118
M,Columbia City,5000 Rainier Ave S,Seattle,Washington,1910,1,No visible,C,3,GSV,429,-122.284248609971,47.5566323483472
M,First Hill,912 12th Ave,Seattle,Washington,1930,1,Sub Alt,C,2,GSV,430,-122.316728166554,47.6108803289279
M,Columbia City,5020 Rainier Ave S,Seattle,Washington,1926,1,No visible,C,2,GSV,431,-122.283858159927,47.5562826920963
C,First Hill,916 Broadway,Seattle,Washington,1894,4,Permit,S,3,Field,432,-122.32073674849,47.6104975722173
M,Fremont,1604 N 34th St,Seattle,Washington,1926,1,No visible,C,2,GSV,433,-122.338369548335,47.6480767458013
M,Columbia City,5021 Rainier Ave S,Seattle,Washington,1924,1,No visible,C,2,GSV,434,-122.284160029795,47.5564656786858
M,Fremont,3400 Phinney Ave N,Seattle,Washington,1905,1,Permit,C,3,GSV,435,-122.354458392142,47.6508879809512
M,Columbia City,5600 Rainier Ave S,Seattle,Washington,1926,1,No visible,C,2,GSV,436,-122.277947806805,47.5517173488127
M,Columbia City,5607 Rainier Ave S,Seattle,Washington,1915,2,No visible,C/R,2,Field,437,-122.27806086158,47.551772128138
M,Fremont,3414 Fremont Ave N,Seattle,Washington,1909,2,No visible,C/R,2,GSV,438,-122.349778827977,47.6501012552356
M,Columbia City,5609 Rainier Ave S,Seattle,Washington,1920,2,No visible,R,1,Field,439,-122.277980440803,47.5516311002553
M,Fremont,3424 Fremont Ave N,Seattle,Washington,1909,2,No visible,C/R,2,WC,440,-122.349799807232,47.650265593518
M,Fremont,3515 Fremont Ave N,Seattle,Washington,1911,2,No visible,C/R,2,GSV,441,-122.349959482774,47.6511467265264
M,Columbia City,5619 Rainier Ave S,Seattle,Washington,1907,2,No visible,C/R,2,Field,442,-122.277840578503,47.551392168183
M,Fremont,3600 Wallingford Ave N,Seattle,Washington,1928,1,Visible,O,2,GSV,443,-122.336278605425,47.6506886773123
M,Columbia City,5701 Rainier Ave S,Seattle,Washington,1924,2,Permit,C,3,GSV,444,-122.277612136926,47.5509434433813
M,Fremont,3640 Wallingford Ave N,Seattle,Washington,1920,2,No visible,C/R,2,GSV,445,-122.336258791285,47.6517994183689
M,Columbia City,5710 Rainier Ave S,Seattle,Washington,1920,2,No visible,C,2,Field,446,-122.277495585009,47.5508746775614
C,Fremont,3921 Linden Ave N,Seattle,Washington,1892,3,No visible,S,3,GSV,447,-122.348640114539,47.6547505156744
M,Columbia City,5718 Rainier Ave S,Seattle,Washington,1919,1,No visible,C,2,GSV,448,-122.277547554345,47.550991601471
M,Fremont,4252 Fremont Ave N,Seattle,Washington,1909,2,Permit,C/R,2,Field,449,-122.349978131799,47.6588391614998
M,Columbia City,6315 Rainier Ave S,Seattle,Washington,1921,2,No visible,I,1,GSV,450,-122.275627255407,47.5457044291418
H,Downtown,1007 1st Ave,Seattle,Washington,1901,4,Visible,C/R,3,GSV-R,451,-122.336503550759,47.604946664299
M,Fremont,4316 Fremont Ave N,Seattle,Washington,1923,1,No visible,C,1,Field,452,-122.349988621426,47.6598892951754
M,Fremont,615 N 35th St,Seattle,Washington,1907,2,No visible,C,3,Ph,453,-122.350522429114,47.6506222427988
H,Downtown,1008 Western Ave,Seattle,Washington,1905,6,Visible,C/O,3,Field,454,-122.337686553835,47.6046214839957
H,Fremont,619 N 36th St,Seattle,Washington,1909,3,Permit,P,3,Ph,455,-122.35042336021,47.6513716724888
M,Downtown,1012 1st Ave,Seattle,Washington,1900,5,Sub Alt,C/O,3,PR,456,-122.336455763979,47.6050014436841
H,Fremont,708 N 35th St,Seattle,Washington,1907,4,Visible,R,2,GSV,457,-122.349255509018,47.6504567389062
H,Downtown,1015 1st Ave,Seattle,Washington,1901,4,Visible,C/R,3,GSV-R,458,-122.336652736673,47.6051075063145
M,Downtown,1018 1st Ave,Seattle,Washington,1890,5,Permit,C/O,3,GSV,459,-122.336685371569,47.6052415412525
M,Fremont,731 N 35th St,Seattle,Washington,1911,1,Permit,G,2,SIM,460,-122.348344072042,47.6502725866764
H,Downtown,1023 1st Ave,Seattle,Washington,1901,6,Visible,C/R,3,GSV-R,461,-122.336783275359,47.6052473684557
M,Georgetown,1205 S Vale St,Seattle,Washington,1914,2,No visible,C/R,3,SIM,462,-122.317131436454,47.5491730176351
M,Downtown,103 Pike St,Seattle,Washington,1910,3,Sub Alt,C/R,3,GSV,463,-122.33974835899,47.6089024408181
M,Georgetown,1210 S Bailey St,Seattle,Washington,1928,1,No visible,C,2,GSV,464,-122.316792269434,47.5479072626306
M,Downtown,107 Pine St,Seattle,Washington,1900,4,Visible,C/R,3,GSV,465,-122.34063881671,47.609902456809
M,Georgetown,421 S River St,Seattle,Washington,1941,2,No visible,I,2,GSV,466,-122.328829351085,47.5436714223694
M,Downtown,110 Cherry St,Seattle,Washington,1903,3,No visible,C,2,GSV,467,-122.333900943633,47.6027554860731
M,Georgetown,5245 East Marginal Way S,Seattle,Washington,1919,1,No visible,I,2,PR,468,-122.337511725511,47.5544027076207
M,Downtown,110 Union St,Seattle,Washington,1910,5,Permit,C/O,3,GSV,469,-122.338721536111,47.608015479439
M,Georgetown,5421 1st Ave S,Seattle,Washington,1941,1,No visible,I,1,PR,470,-122.334250599383,47.5536695954887
M,Downtown,1119 1st Ave,Seattle,Washington,1892,5,Permit,C/R,3,GSV,471,-122.337374194339,47.6058872393873
M,Georgetown,5501 Airport Way S,Seattle,Washington,1906,2,No visible,O,2,GSV,472,-122.321056908956,47.5533141113393
H,Downtown,114 Pike St,Seattle,Washington,1924,2,Sub Alt,P,3,PR,473,-122.339340426833,47.6091355448304
M,Georgetown,5531 Airport Way S,Seattle,Washington,1928,1,No visible,I,1,Field,474,-122.320161788979,47.5524865919958
M,Downtown,115 Cherry St,Seattle,Washington,1900,7,No visible,C/O,3,Ph,475,-122.333677163414,47.6028032724814
M,Georgetown,5605 Corson Ave S,Seattle,Washington,1906,2,No visible,C/R,2,Ph,476,-122.320189915231,47.551756074675
M,Downtown,120 Pike St,Seattle,Washington,1904,7,No visible,C,3,PR,477,-122.33958368612,47.6090351948112
M,Georgetown,5625 Airport Way S,Seattle,Washington,1924,1,Sub Alt,C,3,GSV,478,-122.31921305575,47.5515273689809
M,Downtown,1201 2nd Ave,Seattle,Washington,1900,2,Visible,C/O,3,GSV-R,479,-122.336623598919,47.6066972758755
H,Georgetown,5800 4th Ave S,Seattle,Washington,1938,1,Sub Alt,P,3,PR,480,-122.329548889949,47.5508198979043
H,Downtown,1201 Western Ave,Seattle,Washington,1910,5,Visible,C,3,GSV-R,481,-122.338913846549,47.605877915128
M,Georgetown,5813 Airport Way S,Seattle,Washington,1905,2,No visible,C,3,GSV,482,-122.318192059344,47.5505063728473
M,Downtown,1206 1st Ave,Seattle,Washington,1900,2,No visible,C,2,PR,483,-122.337745995357,47.6063720955531
M,Georgetown,6107 13th Ave S,Seattle,Washington,1940,1,No visible,I,2,GSV,484,-122.31611393719,47.5483536566081
M,Downtown,121 Stewart St,Seattle,Washington,1914,2,Permit,C/O,3,GSV,485,-122.340801989394,47.6106845214736
M,Downtown,1216 1st Ave,Seattle,Washington,1900,4,No visible,C/R,3,GSV,486,-122.338004740702,47.6066413311611
M,Downtown,1221 2nd Ave,Seattle,Washington,1906,6,Visible,C/O,3,GSV-R,487,-122.336873020649,47.6069571869541
M,Georgetown,6111 13th Ave S,Seattle,Washington,1929,1,No visible,C,3,GSV,488,-122.316150068329,47.548179994423
M,Downtown,1315 1st Ave,Seattle,Washington,1900,3,Visible,V,,PR,489,-122.338803122004,47.60741756736
M,Georgetown,6124 12th Ave S,Seattle,Washington,1922,1,No visible,C/R,2,GSV,490,-122.317288781766,47.5479282419563
M,Downtown,1319 Western Ave,Seattle,Washington,1900,1,Permit,C,2,GSV,491,-122.339862579778,47.606907069536
M,Georgetown,6200 13th Ave S,Seattle,Washington,1909,2,Visible,C,2,WC,492,-122.316068481538,47.5475494480229
M,Downtown,1400 Western Ave,Seattle,Washington,1915,4,Visible,C/R,3,GSV-R,493,-122.340364919482,47.607531788634
M,Georgetown,1223 S Bailey St,Seattle,Washington,1928,1,No visible,C,2,GSV,494,-122.316506717463,47.5478722968669
H,Downtown,1413 3rd Ave,Seattle,Washington,1907,3,Visible,P,3,GSV-R,495,-122.337313586804,47.6091273857775
M,Georgetown,6285 Airport Way S,Seattle,Washington,1905,3,No visible,R,2,GSV,496,-122.313231604566,47.5466857972475
H,Downtown,1414 Alaskan Way,Seattle,Washington,1909,4,Visible,C/O,3,GSV,497,-122.341451184781,47.6073534640864
M,Georgetown,7223 Perimeter Rd S,Seattle,Washington,1928,2,Visible,O,2,GSV,498,-122.30315415369,47.5374826296888
M,Downtown,1416 3rd Ave,Seattle,Washington,1902,3,Sub Alt,C/O,3,PR,499,-122.337285614164,47.6091914899052
H,Downtown,1423 1st Ave,Seattle,Washington,1900,2,Sub Alt,P,3,PR,500,-122.339753021246,47.6084572120171
H,Duwamish/SODO,171 S Jackson St,Seattle,Washington,1900,5,Permit,C,3,GSV,501,-122.331829813965,47.5991924900684
M,Duwamish/SODO,1728 4th Ave S,Seattle,Washington,1946,1,Sub Alt,C,2,PR,502,-122.329029068132,47.5873088444962
M,Duwamish/SODO,1956 1st Ave S,Seattle,Washington,1930,1,Sub Alt,C,2,Ph,503,-122.33414919935,47.5843892161669
H,Duwamish/SODO,2200 1st Ave S,Seattle,Washington,1900,4,Permit,O,3,GSV,504,-122.33414919935,47.5836094826145
M,Duwamish/SODO,2244 1st Ave S,Seattle,Washington,1918,1,Permit,C,2,Field,505,-122.334158523863,47.5825791627672
M,Duwamish/SODO,2424 1st Ave S,Seattle,Washington,1918,1,Permit,C,2,PR,506,-122.33416901349,47.5810092070779
M,Duwamish/SODO,2440 1st Ave S,Seattle,Washington,1927,1,Visible,C,3,GSV,507,-122.33416901349,47.5807096682424
M,Duwamish/SODO,2450 1st Ave S,Seattle,Washington,1937,1,No visible,C,2,Field,508,-122.33416901349,47.5803588462384
M,Duwamish/SODO,2724 1st Ave S,Seattle,Washington,1926,1,No visible,C/O,2,Field,509,-122.334188826732,47.5789287528259
M,Duwamish/SODO,2724 6th Ave S,Seattle,Washington,1910,3,Permit,C/O,2,GSV,510,-122.325948597699,47.5790802706491
H,Duwamish/SODO,2901 1st Ave S,Seattle,Washington,1927,1,Permit,P,3,Field,511,-122.334290227663,47.5775697564264
H,Duwamish/SODO,2915 1st Ave S,Seattle,Washington,1929,2,Sub Alt,P,3,PR,512,-122.334290227663,47.5771897962934
H,Duwamish/SODO,303 S Jackson St,Seattle,Washington,1906,3,Sub Alt,P,3,PR,513,-122.329889222084,47.5991820003726
M,Duwamish/SODO,3100 Airport Way S,Seattle,Washington,1890,3,Sub Alt,C,2,Field,514,-122.321369268451,47.5767177606216
H,Duwamish/SODO,3100 Airport Way S,Seattle,Washington,1890,4,Sub Alt,C,2,Field,515,-122.321369268451,47.5767177606216
H,Duwamish/SODO,3100 Airport Way S,Seattle,Washington,1939,7,Sub Alt,R,3,PR,516,-122.321369268451,47.5767177606216
H,Duwamish/SODO,3100 Airport Way S,Seattle,Washington,1890,4,No visible,C,2,Field,517,-122.321369268451,47.5767177606216
M,Duwamish/SODO,3100 Airport Way S,Seattle,Washington,1890,3,No visible,C,2,Field,518,-122.321369268451,47.5767177606216
M,Duwamish/SODO,3100 Airport Way S,Seattle,Washington,1920,2,No visible,O,2,Field,519,-122.321369268451,47.5767177606216
M,Duwamish/SODO,3100 Airport Way S,Seattle,Washington,1900,2,No visible,C,2,Field,520,-122.321369268451,47.5767177606216
M,Duwamish/SODO,3100 Airport Way S,Seattle,Washington,1890,2,No visible,C,2,Field,521,-122.321369268451,47.5767177606216
M,Duwamish/SODO,3100 Airport Way S,Seattle,Washington,1890,2,No visible,C,2,Field,522,-122.321369268451,47.5767177606216
M,Duwamish/SODO,3100 Airport Way S,Seattle,Washington,1900,2,No visible,C,2,Field,523,-122.321369268451,47.5767177606216
M,Duwamish/SODO,3100 Airport Way S,Seattle,Washington,1920,1,No visible,O,2,Field,524,-122.321369268451,47.5767177606216
H,Duwamish/SODO,3100 Airport Way S,Seattle,Washington,1920,1,No visible,P,3,SIM,525,-122.321369268451,47.5767177606216
M,Duwamish/SODO,3100 Airport Way S,Seattle,Washington,1890,3,No visible,I,1,Field,526,-122.321369268451,47.5767177606216
M,Duwamish/SODO,3200 4th Ave S,Seattle,Washington,1928,1,No visible,C,2,GSV,527,-122.329029068132,47.5752398810575
M,Duwamish/SODO,3207 1st Ave S,Seattle,Washington,1917,1,No visible,C,2,Field,528,-122.334279737137,47.575169949621
M,Duwamish/SODO,3220 1st Ave S,Seattle,Washington,1918,2,Visible,C/O,3,GSV,529,-122.334198151245,47.5749892942909
M,Duwamish/SODO,3300 Airport Way S,Seattle,Washington,1957,1,No visible,O,2,GSV,530,-122.321410061847,47.5739414915095
M,Duwamish/SODO,3667 1st Ave S,Seattle,Washington,1948,1,No visible,C,2,GSV,531,-122.334240109755,47.5693097132418
M,Duwamish/SODO,3909 Airport Way S,Seattle,Washington,1908,2,No visible,Mixed,2,GSV,532,-122.322700292326,47.5685684424757
M,Downtown,1423 4th Ave,Seattle,Washington,1909,2,No visible,C,2,PR,533,-122.336363687561,47.6097474429159
M,Duwamish/SODO,3913 Airport Way S,Seattle,Washington,1922,1,No visible,I,1,GSV,534,-122.322700292326,47.568428579874
M,Georgetown,7277 Perimeter Rd S,Seattle,Washington,1930,2,No visible,C/O,3,,535,-122.302876497012,47.5372478328704
H,Downtown,1426 1st Ave,Seattle,Washington,1916,2,Visible,P,3,GSV,536,-122.339635303317,47.6084315705
H,Duwamish/SODO,400 Occidental Ave S,Seattle,Washington,1900,6,Sub Alt,C/O,3,GSV,537,-122.33283915473,47.5989990139954
M,Georgetown,7300 Perimeter Rd S,Seattle,Washington,1938,2,No visible,O,3,,538,-122.30245986557,47.5369828397044
H,Downtown,1507 Western Ave,Seattle,Washington,1910,6,No visible,C/R,2,GSV,539,-122.341395239502,47.6085784261264
H,Green Lake,2253 N 56th St,Seattle,Washington,1928,1,No visible,P,3,GSV,540,-122.33146150919,47.6690421268238
M,Duwamish/SODO,4000 Airport Way S,Seattle,Washington,1926,1,No visible,O,1,SIM,541,-122.322608216806,47.5678901091891
H,Downtown,1510 1st Ave,Seattle,Washington,1923,2,No visible,P,3,GSV,542,-122.340275174192,47.6091215584009
M,Duwamish/SODO,4003 Airport Way S,Seattle,Washington,1911,3,No visible,C/R,2,GSV,543,-122.322689802699,47.5678190126945
M,Green Lake,307 NE Maple Leaf Pl,Seattle,Washington,1922,2,No visible,C,3,GSV,544,-122.325867011806,47.6807835789529
M,Downtown,1513 1st Ave,Seattle,Washington,1942,4,Sub Alt,C/R,3,PR,545,-122.340443009131,47.6092066415472
M,Duwamish/SODO,4025 7th Ave S,Seattle,Washington,1906,2,No visible,I,2,GSV,546,-122.324069779367,47.567870295521
M,Green Lake,316 NE 72nd St,Seattle,Washington,1930,2,No visible,C/R,2,PR,547,-122.324954408818,47.6804863714091
M,Downtown,1513 3rd Ave,Seattle,Washington,1920,1,No visible,C,2,PR,548,-122.338233182278,47.6101472163413
M,Duwamish/SODO,4100 1st Ave S,Seattle,Washington,1941,2,No visible,C,2,GSV,549,-122.333909102132,47.5668388100948
M,Green Lake,410 NE 72nd St,Seattle,Washington,1923,1,No visible,C,1,Field,550,-122.324174675643,47.6806367235727
H,Duwamish/SODO,411 1st Ave S,Seattle,Washington,1913,7,Permit,C/O,3,PR,551,-122.334220295615,47.5987309444966
M,Downtown,1516 2nd Ave,Seattle,Washington,1906,4,Visible,C/O,3,GSV,552,-122.33936490323,47.609761429178
C,Green Lake,520 NE Ravenna Blvd,Seattle,Washington,1927,3,Permit,S,3,PR,553,-122.32287512065,47.6770119549412
H,Duwamish/SODO,419 Occidental Ave S,Seattle,Washington,1906,7,Permit,C/O,3,Field,554,-122.332930065135,47.5985502886906
M,Downtown,1518 Pike Pl,Seattle,Washington,1910,2,Sub Alt,C,2,PR,555,-122.341304329097,47.6091751724213
M,Green Lake,5201 Green Lake Way N,Seattle,Washington,,1,No visible,G,1,Field,556,-122.340147355605,47.6664766739531
M,Duwamish/SODO,4715 6th Ave S,Seattle,Washington,1914,2,No visible,I,2,GSV,557,-122.326759799757,47.5606603866503
M,Green Lake,6315 Roosevelt Way NE,Seattle,Washington,1940,1,No visible,C,2,Field,558,-122.317400671426,47.6746086519349
M,Downtown,1520 4th Ave,Seattle,Washington,1907,6,No visible,C/O,3,PR,559,-122.337156241492,47.6107218181016
M,Duwamish/SODO,4786 1st Ave S,Seattle,Washington,1937,1,No visible,I,2,GSV,560,-122.334158523863,47.5594599004089
