riskCategory,neighborhood,address,city,state,year,stories,retrofitLevel,occupancyType,occupantLoad,confirmationSource,FID,x,y
M,Queen Anne,621 W McGraw St,Seattle,Washington,1926,1,No visible,C,2,Field,991,-122.366169540753,47.6395521300761
M,Roxhill/Westwood,9643 20th Ave SW,Seattle,Washington,1949,2,No visible,R,2,GSV,992,-122.359240522353,47.516358956769
M,West Seattle Junction/Genesee Hill,4210 SW Edmunds St,Seattle,Washington,1910,1,No visible,C,2,Field,993,-122.38628991935,47.559346844806
M,PS/CID,705 S King St,Seattle,Washington,1910,4,Permit,C/R,3,GSV,994,-122.323448556619,47.5983218466487
M,PS/CID,418 7th Ave S,Seattle,Washington,1916,4,Permit,C/R,3,Field,995,-122.323699143464,47.5985607785129
M,Univ Dist,4341 University Way NE,Seattle,Washington,1912,2,No visible,C/O,2,Ph,996,-122.313160508301,47.6610198500684
M,Queen Anne,7 Harrison St,Seattle,Washington,1908,4,No visible,R,2,Ph,997,-122.356350031229,47.6220716554557
H,Seward Park,6701 51st Ave S,Seattle,Washington,1927,2,No visible,P,3,Field,998,-122.269930191977,47.5419596119896
H,West Seattle Junction/Genesee Hill,4304 SW Dakota St,Seattle,Washington,1930,1,Permit,P,3,PR,999,-122.387030024245,47.5666173612686
M,PS/CID,723 S King St,Seattle,Washington,1910,4,Sub Alt,C,3,GSV,1000,-122.322759733849,47.5983323365168
M,PS/CID,418 8th Ave S,Seattle,Washington,1910,5,Visible,C/R,3,Field,1001,-122.322408912086,47.5986004056349
M,Univ Dist,4346 University Way NE,Seattle,Washington,1909,4,Permit,C/R,3,GSV,1002,-122.313068431883,47.6610688017573
M,Queen Anne,706 Taylor Ave N,Seattle,Washington,1920,1,No visible,C,2,GSV,1003,-122.346239142364,47.6257092445455
M,Seward Park,7621 Rainier Ave S,Seattle,Washington,1920,1,No visible,R,2,Ph,1004,-122.270019937267,47.5339897833392
M,West Seattle Junction/Genesee Hill,4400 California Ave SW,Seattle,Washington,1910,1,No visible,C,2,PR,1005,-122.386749133632,47.5645590523334
H,PS/CID,75 S Main St,Seattle,Washington,1900,4,Permit,C/R,2,Field,1006,-122.33515970523,47.600011851347
M,PS/CID,423 2nd Av Et S,Seattle,Washington,1900,3,No visible,O,2,Field,1007,-122.329447436916,47.6035694469003
M,Queen Anne,707 Westlake Ave N,Seattle,Washington,1914,2,No visible,C,3,,1008,-122.33894764656,47.6261299971259
M,Univ Dist,4503 17th Ave NE,Seattle,Washington,1929,3,No visible,R,2,GSV,1009,-122.309789823641,47.6615699755197
M,West Seattle Junction/Genesee Hill,4410 California Ave SW,Seattle,Washington,1910,1,No visible,C,1,PR,1010,-122.386749133632,47.5645089349164
M,South Beacon Hill/New Holly,7762 Beacon Ave S,Seattle,Washington,1935,2,No visible,C/R,2,GSV,1011,-122.288577352373,47.532636614649
M,PS/CID,76 S Main St,Seattle,Washington,1907,3,Permit,C/O,2,Field,1012,-122.33533919581,47.6000666304481
M,PS/CID,500 S King St,Seattle,Washington,1926,1,No visible,C,2,GSV,1013,-122.327489415922,47.5984174190407
M,Queen Anne,710 Taylor Ave N,Seattle,Washington,1920,1,No visible,C,1,Ph,1014,-122.346239142364,47.6257989898164
C,South Park,723 S Concord St,Seattle,Washington,1909,3,Permit,S,3,PR,1015,-122.324689836102,47.5238823906403
M,Univ Dist,4506 17th Ave NE,Seattle,Washington,1925,3,Visible,R,2,GSV,1016,-122.30947862926,47.6616282512967
M,West Seattle Junction/Genesee Hill,4415 Fauntleroy Way SW,Seattle,Washington,1924,1,No visible,C,3,Field,1017,-122.377631529942,47.5641573097164
H,PS/CID,77 S Washington St,Seattle,Washington,1903,5,Visible,Mixed,3,Field,1018,-122.335219146752,47.600852191242
M,PS/CID,501 S Jackson St,Seattle,Washington,1900,3,Visible,C/O,3,GSV,1019,-122.327288946087,47.5991715106749
M,Queen Anne,721 9th Ave N,Seattle,Washington,1922,1,Visible,C,3,GSV,1020,-122.339799642013,47.6259493414976
M,South Park,8201 10th Ave S,Seattle,Washington,1919,1,Permit,G,3,GSV,1021,-122.320220065387,47.5295899440659
M,Univ Dist,4508 University Way NE,Seattle,Washington,1925,2,No visible,C,2,Ph,1022,-122.313059108268,47.6616189272977
H,PS/CID,77 Yesler Way,Seattle,Washington,1914,4,Permit,C/R,3,Field,1023,-122.335329871298,47.6017321593492
M,West Seattle Junction/Genesee Hill,4427 California Ave SW,Seattle,Washington,1920,1,No visible,I,1,Ph,1024,-122.386829555308,47.5639692989153
M,PS/CID,506 Maynard Ave S,Seattle,Washington,1909,4,Visible,C/R,3,Field,1025,-122.324998698456,47.5980491147902
M,South Park,8520 14th Ave S,Seattle,Washington,1936,1,No visible,C,1,SIM,1026,-122.314849347323,47.5267880329689
M,Queen Anne,731 Westlake Ave N,Seattle,Washington,1921,2,No visible,C,3,Field,1027,-122.339136460755,47.6264085569641
M,West Seattle Junction/Genesee Hill,4480 Fauntleroy Way SW,Seattle,Washington,1946,1,Visible,C,2,PR,1028,-122.378470442331,47.563435490427
H,PS/CID,80 S Jackson St,Seattle,Washington,1900,5,Visible,C/R,3,GSV,1029,-122.33458044189,47.5992367803426
M,Univ Dist,4509 University Way NE,Seattle,Washington,1916,3,Visible,C/R,2,Field,1030,-122.313140694161,47.6616503963169
M,PS/CID,507 12th Ave S,Seattle,Washington,1931,1,No visible,I,1,GSV,1031,-122.317259643113,47.5980304665045
M,South Park,8601 8th Ave S,Seattle,Washington,1905,2,No visible,C/R,1,GSV,1032,-122.322960203684,47.5263206596763
M,Queen Anne,822 Queen Anne Ave N,Seattle,Washington,1915,4,No visible,R,2,PR,1033,-122.356678708622,47.6269085649439
M,West Seattle Junction/Genesee Hill,4508 California Ave SW,Seattle,Washington,1924,1,No visible,C,2,Field,1034,-122.386749133632,47.5625590190939
M,PS/CID,81 S Washington St,Seattle,Washington,1900,3,No visible,C/O,3,GSV,1035,-122.335079284452,47.600852191242
M,Univ Dist,4515 University Way NE,Seattle,Washington,1928,3,Permit,C/O,3,Ph,1036,-122.313140694161,47.6618100728758
M,PS/CID,507 Maynard Ave S,Seattle,Washington,1927,5,Sub Alt,C/R,3,PR,1037,-122.325080285247,47.5980094872508
M,Sunset Hill/Loyal Heights,2406 NW 54th St,Seattle,Washington,1930,1,No visible,O,2,GSV,1038,-122.388303938624,47.6680968895089
M,Queen Anne,823 5th Ave N,Seattle,Washington,1900,1,No visible,C,2,GSV,1039,-122.347580655866,47.6270192891024
M,West Seattle Junction/Genesee Hill,4528 California Ave SW,Seattle,Washington,1928,2,No visible,C,2,Field,1040,-122.386749133632,47.5620193830096
M,PS/CID,925 S King St,Seattle,Washington,1924,2,No visible,C,3,GSV,1041,-122.319870408739,47.5983218466487
M,Univ Dist,4516 University Way NE,Seattle,Washington,1925,2,No visible,C,2,Ph,1042,-122.313059108268,47.6618788382115
M,PS/CID,512 Maynard Ave S,Seattle,Washington,1904,1,No visible,C,3,GSV,1043,-122.324998698456,47.5978894383632
H,Sunset Hill/Loyal Heights,3014 NW 67th St,Seattle,Washington,1907,2,No visible,P,3,GSV,1044,-122.396489387493,47.6773464591897
M,Queen Anne,900 Broad St,Seattle,Washington,1941,1,No visible,C,2,GSV,1045,-122.339307792835,47.6255763748609
M,West Seattle Junction/Genesee Hill,4535 California Ave SW,Seattle,Washington,1924,1,No visible,C,2,Field,1046,-122.386829555308,47.5619494521044
M,PS/CID,95 Yesler Way,Seattle,Washington,1900,3,No visible,C/O,2,Field,1047,-122.334489531485,47.601721669557
M,Univ Dist,4520 University Way NE,Seattle,Washington,1950,3,No visible,C/O,3,GSV,1048,-122.313059108268,47.6620490044693
M,PS/CID,515 Maynard Ave S,Seattle,Washington,1910,4,No visible,C/R,3,,1049,-122.325080285247,47.5978090175273
M,Queen Anne,900 Queen Anne Ave N,Seattle,Washington,1929,5,No visible,R,2,Field,1050,-122.356668218096,47.6274889943255
M,Sunset Hill/Loyal Heights,5300 26th Ave NW,Seattle,Washington,1910,1,No visible,I,1,Field,1051,-122.389146609564,47.667882434043
M,West Seattle Junction/Genesee Hill,4540 California Ave SW,Seattle,Washington,1929,2,No visible,C,2,Field,1052,-122.386749133632,47.5619494521044
M,Queen Anne,100 W Highland Dr,Seattle,Washington,1921,4,No visible,R,3,GSV,1053,-122.358149594797,47.6295869307598
M,Univ Dist,4522 Brooklyn Ave NE,Seattle,Washington,1925,4,No visible,R,3,GSV,1054,-122.314208311333,47.6619790734876
M,PS/CID,516 7th Ave S,Seattle,Washington,1924,1,No visible,C,2,GSV,1055,-122.323699143464,47.5978498107028
M,Sunset Hill/Loyal Heights,5903 24th Ave NW,Seattle,Washington,1913,1,No visible,C,2,GSV,1056,-122.38761977811,47.671868513697
M,Queen Anne,916 Queen Anne Ave N,Seattle,Washington,1909,5,Sub Alt,R,2,PR,1057,-122.356658894482,47.6278992571187
M,PS/CID,519 7th Ave S,Seattle,Washington,1907,3,Visible,C/R,2,Ph,1058,-122.323779564241,47.5977099481678
H,Queen Anne,100 W Roy St,Seattle,Washington,1912,3,Visible,P,3,PR,1059,-122.358379202387,47.6257570305673
M,Univ Dist,4523 University Way NE,Seattle,Washington,1924,2,No visible,C,2,Ph,1060,-122.313140694161,47.6619604250084
M,West Seattle Junction/Genesee Hill,4554 California Ave SW,Seattle,Washington,1929,2,No visible,C/O,2,WC,1061,-122.386758458144,47.5612886021382
M,Sunset Hill/Loyal Heights,6301 24th Ave NW,Seattle,Washington,1928,1,No visible,C,2,GSV,1062,-122.387630267738,47.6747298662912
C,Rainier Beach,4525 S Cloverdale St,Seattle,Washington,1924,2,Permit,S,3,Ph-R,1063,-122.274839363732,47.5260922172705
C,Queen Anne,101 W Lee St,Seattle,Washington,1922,3,Permit,S,3,GSV,1064,-122.358129780657,47.631261783778
M,Univ Dist,4525 University Way NE,Seattle,Washington,1914,1,No visible,C,2,Ph,1065,-122.313140694161,47.662069984048
C,PS/CID,522 7th Ave S,Seattle,Washington,1929,2,No visible,S,3,GSV,1066,-122.323699143464,47.5976598309763
M,Rainier Beach,9220 Renton Ave S,Seattle,Washington,1926,2,No visible,Mixed,2,PR,1067,-122.273207358423,47.5207087456309
M,West Seattle Junction/Genesee Hill,4720 California Ave SW,Seattle,Washington,1932,2,No visible,C,2,Field,1068,-122.386778272285,47.5603981445336
M,Sunset Hill/Loyal Heights,8498 Seaview Pl NW,Seattle,Washington,1930,1,Permit,P,2,Field,1069,-122.40173629615,47.689060614403
M,Univ Dist,4529 17th Ave NE,Seattle,Washington,1922,3,No visible,R,2,GSV,1070,-122.309780499128,47.6621201012241
M,Queen Anne,107 1st Ave N,Seattle,Washington,1908,4,No visible,R,3,Ph,1071,-122.355480553663,47.6188594812362
M,PS/CID,600 S Jackson St,Seattle,Washington,1932,2,No visible,C/O,3,GSV,1072,-122.326149067534,47.5992262906558
M,Univ Dist,1115 NE 43rd St,Seattle,Washington,1929,3,No visible,R,2,GSV,1073,-122.315909971111,47.659791391355
C,Rainier Beach,9709 60th Ave S,Seattle,Washington,1909,3,Permit,S,3,PR,1074,-122.258259835863,47.5148193041613
M,West Seattle Junction/Genesee Hill,4721 California Ave SW,Seattle,Washington,1924,1,No visible,C,3,Field,1075,-122.386859858177,47.5604412685866
M,Univ Dist,4530 University Way NE,Seattle,Washington,1926,2,No visible,C,2,Ph,1076,-122.313048618641,47.662208680414
M,PS/CID,605 S Main St,Seattle,Washington,1910,5,No visible,C/R,3,GSV,1077,-122.325978901467,47.6000025272519
M,Queen Anne,109 John St,Seattle,Washington,1922,5,No visible,R,2,GSV,1078,-122.35497005546,47.6197219663457
C,Rainier Beach,9743 59th Ave S,Seattle,Washington,1949,1,No visible,S,2,PR,1079,-122.259370577559,47.5143099721819
M,Univ Dist,1119 NE 43rd St,Seattle,Washington,1929,3,No visible,R,2,GSV,1080,-122.315709501276,47.659791391355
M,Whittier Heights,1138 NW 63rd St,Seattle,Washington,1942,2,No visible,I,1,GSV,1081,-122.373159166689,47.6745865069682
M,PS/CID,614 Maynard Ave S,Seattle,Washington,1913,3,No visible,C/O,3,Field,1082,-122.324998698456,47.5969698427182
